borough,year,month,burglary_count,population,burglary_rate_per_1000,imd_score,population_density
Kingston upon Thames,2022,10,74,186434,0.3969,13.1251,5003.4
Kingston upon Thames,2022,11,70,186434,0.3755,13.1251,5003.4
Kingston upon Thames,2022,12,58,186434,0.3111,13.1251,5003.4
Kingston upon Thames,2023,1,66,187973,0.3511,13.1251,5044.7
Kingston upon Thames,2023,2,71,187973,0.3777,13.1251,5044.7
Kingston upon Thames,2023,3,85,187973,0.4522,13.1251,5044.7
Kingston upon Thames,2023,4,58,187973,0.3086,13.1251,5044.7
Kingston upon Thames,2023,5,80,187973,0.4256,13.1251,5044.7
Kingston upon Thames,2023,6,85,187973,0.4522,13.1251,5044.7
Kingston upon Thames,2023,7,73,187973,0.3884,13.1251,5044.7
Kingston upon Thames,2023,8,65,187973,0.3458,13.1251,5044.7
Kingston upon Thames,2023,9,70,187973,0.3724,13.1251,5044.7
Kingston upon Thames,2023,10,70,187973,0.3724,13.1251,5044.7
Kingston upon Thames,2023,11,42,187973,0.2234,13.1251,5044.7
Kingston upon Thames,2023,12,55,187973,0.2926,13.1251,5044.7
Lambeth,2019,1,221,338028,0.6538,34.5912,12608.3
Lambeth,2019,2,246,338028,0.7278,34.5912,12608.3
Lambeth,2019,3,337,338028,0.997,34.5912,12608.3
Lambeth,2019,4,254,338028,0.7514,34.5912,12608.3
Lambeth,2019,5,249,338028,0.7366,34.5912,12608.3
Lambeth,2019,6,262,338028,0.7751,34.5912,12608.3
Lambeth,2019,7,296,338028,0.8757,34.5912,12608.3
Lambeth,2019,8,268,338028,0.7928,34.5912,12608.3
Lambeth,2019,9,272,338028,0.8047,34.5912,12608.3
Lambeth,2019,10,276,338028,0.8165,34.5912,12608.3
Lambeth,2019,11,253,338028,0.7485,34.5912,12608.3
Lambeth,2019,12,245,338028,0.7248,34.5912,12608.3
Lambeth,2020,1,242,340324,0.7111,34.5912,12693.9
Lambeth,2020,2,199,340324,0.5847,34.5912,12693.9
Lambeth,2020,3,180,340324,0.5289,34.5912,12693.9
Lambeth,2020,4,168,340324,0.4936,34.5912,12693.9
Lambeth,2020,5,158,340324,0.4643,34.5912,12693.9
Lambeth,2020,6,173,340324,0.5083,34.5912,12693.9
Lambeth,2020,7,230,340324,0.6758,34.5912,12693.9
Lambeth,2020,8,229,340324,0.6729,34.5912,12693.9
Lambeth,2020,9,269,340324,0.7904,34.5912,12693.9
Lambeth,2020,10,275,340324,0.8081,34.5912,12693.9
Lambeth,2020,11,235,340324,0.6905,34.5912,12693.9
Lambeth,2020,12,186,340324,0.5465,34.5912,12693.9
Lambeth,2021,1,154,342250,0.45,34.5912,12765.7
Lambeth,2021,2,136,342250,0.3974,34.5912,12765.7
Lambeth,2021,3,209,342250,0.6107,34.5912,12765.7
Lambeth,2021,4,199,342250,0.5814,34.5912,12765.7
Lambeth,2021,5,195,342250,0.5698,34.5912,12765.7
Lambeth,2021,6,205,342250,0.599,34.5912,12765.7
Lambeth,2021,7,195,342250,0.5698,34.5912,12765.7
Lambeth,2021,8,177,342250,0.5172,34.5912,12765.7
Lambeth,2021,9,178,342250,0.5201,34.5912,12765.7
Lambeth,2021,10,197,342250,0.5756,34.5912,12765.7
Lambeth,2021,11,158,342250,0.4617,34.5912,12765.7
Lambeth,2021,12,196,342250,0.5727,34.5912,12765.7
Lambeth,2022,1,201,343982,0.5843,34.5912,12830.3
Lambeth,2022,2,142,343982,0.4128,34.5912,12830.3
Lambeth,2022,3,194,343982,0.564,34.5912,12830.3
Lambeth,2022,4,178,343982,0.5175,34.5912,12830.3
Lambeth,2022,5,194,343982,0.564,34.5912,12830.3
Lambeth,2022,6,210,343982,0.6105,34.5912,12830.3
Lambeth,2022,7,165,343982,0.4797,34.5912,12830.3
Lambeth,2022,8,188,343982,0.5465,34.5912,12830.3
Lambeth,2022,9,198,343982,0.5756,34.5912,12830.3
Lambeth,2022,10,197,343982,0.5727,34.5912,12830.3
Lambeth,2022,11,193,343982,0.5611,34.5912,12830.3
Lambeth,2022,12,153,343982,0.4448,34.5912,12830.3
Lambeth,2023,1,171,345285,0.4952,34.5912,12878.9
Lambeth,2023,2,149,345285,0.4315,34.5912,12878.9
Lambeth,2023,3,175,345285,0.5068,34.5912,12878.9
Lambeth,2023,4,156,345285,0.4518,34.5912,12878.9
Lambeth,2023,5,210,345285,0.6082,34.5912,12878.9
Lambeth,2023,6,207,345285,0.5995,34.5912,12878.9
Lambeth,2023,7,233,345285,0.6748,34.5912,12878.9
Lambeth,2023,8,197,345285,0.5705,34.5912,12878.9
Lambeth,2023,9,175,345285,0.5068,34.5912,12878.9
Lambeth,2023,10,155,345285,0.4489,34.5912,12878.9
Lambeth,2023,11,162,345285,0.4692,34.5912,12878.9
Lambeth,2023,12,162,345285,0.4692,34.5912,12878.9
Lewisham,2019,1,234,314027,0.7452,30.9414,8934.1
Lewisham,2019,2,242,314027,0.7706,30.9414,8934.1
Lewisham,2019,3,215,314027,0.6847,30.9414,8934.1
Lewisham,2019,4,202,314027,0.6433,30.9414,8934.1
Lewisham,2019,5,243,314027,0.7738,30.9414,8934.1
Lewisham,2019,6,218,314027,0.6942,30.9414,8934.1
Lewisham,2019,7,215,314027,0.6847,30.9414,8934.1
Lewisham,2019,8,235,314027,0.7483,30.9414,8934.1
Lewisham,2019,9,229,314027,0.7292,30.9414,8934.1
Lewisham,2019,10,231,314027,0.7356,30.9414,8934.1
Lewisham,2019,11,184,314027,0.5859,30.9414,8934.1
Lewisham,2019,12,194,314027,0.6178,30.9414,8934.1
Lewisham,2020,1,227,317465,0.715,30.9414,9031.9
Lewisham,2020,2,209,317465,0.6583,30.9414,9031.9
Lewisham,2020,3,139,317465,0.4378,30.9414,9031.9
Lewisham,2020,4,181,317465,0.5701,30.9414,9031.9
Lewisham,2020,5,173,317465,0.5449,30.9414,9031.9
Lewisham,2020,6,208,317465,0.6552,30.9414,9031.9
Lewisham,2020,7,184,317465,0.5796,30.9414,9031.9
Lewisham,2020,8,218,317465,0.6867,30.9414,9031.9
Lewisham,2020,9,193,317465,0.6079,30.9414,9031.9
Lewisham,2020,10,237,317465,0.7465,30.9414,9031.9
Lewisham,2020,11,259,317465,0.8158,30.9414,9031.9
Lewisham,2020,12,161,317465,0.5071,30.9414,9031.9
Lewisham,2021,1,187,320574,0.5833,30.9414,9120.4
Lewisham,2021,2,172,320574,0.5365,30.9414,9120.4
Lewisham,2021,3,183,320574,0.5709,30.9414,9120.4
Lewisham,2021,4,174,320574,0.5428,30.9414,9120.4
Lewisham,2021,5,185,320574,0.5771,30.9414,9120.4
Lewisham,2021,6,142,320574,0.443,30.9414,9120.4
Lewisham,2021,7,174,320574,0.5428,30.9414,9120.4
Lewisham,2021,8,177,320574,0.5521,30.9414,9120.4
Lewisham,2021,9,162,320574,0.5053,30.9414,9120.4
Lewisham,2021,10,168,320574,0.5241,30.9414,9120.4
Lewisham,2021,11,175,320574,0.5459,30.9414,9120.4
Lewisham,2021,12,139,320574,0.4336,30.9414,9120.4
Lewisham,2022,1,165,323421,0.5102,30.9414,9201.4
Lewisham,2022,2,187,323421,0.5782,30.9414,9201.4
Lewisham,2022,3,171,323421,0.5287,30.9414,9201.4
Lewisham,2022,4,153,323421,0.4731,30.9414,9201.4
Lewisham,2022,5,154,323421,0.4762,30.9414,9201.4
Lewisham,2022,6,153,323421,0.4731,30.9414,9201.4
Lewisham,2022,7,129,323421,0.3989,30.9414,9201.4
Lewisham,2022,8,146,323421,0.4514,30.9414,9201.4
Lewisham,2022,9,158,323421,0.4885,30.9414,9201.4
Lewisham,2022,10,145,323421,0.4483,30.9414,9201.4
Lewisham,2022,11,163,323421,0.504,30.9414,9201.4
Lewisham,2022,12,179,323421,0.5535,30.9414,9201.4
Lewisham,2023,1,168,325830,0.5156,30.9414,9269.9
Lewisham,2023,2,209,325830,0.6414,30.9414,9269.9
Lewisham,2023,3,215,325830,0.6599,30.9414,9269.9
Lewisham,2023,4,152,325830,0.4665,30.9414,9269.9
Lewisham,2023,5,203,325830,0.623,30.9414,9269.9
Lewisham,2023,6,166,325830,0.5095,30.9414,9269.9
Lewisham,2023,7,161,325830,0.4941,30.9414,9269.9
Lewisham,2023,8,167,325830,0.5125,30.9414,9269.9
Lewisham,2023,9,150,325830,0.4604,30.9414,9269.9
Lewisham,2023,10,141,325830,0.4327,30.9414,9269.9
Lewisham,2023,11,141,325830,0.4327,30.9414,9269.9
Lewisham,2023,12,159,325830,0.488,30.9414,9269.9
Merton,2019,1,181,210452,0.8601,14.3735,5593.4
Merton,2019,2,135,210452,0.6415,14.3735,5593.4
Merton,2019,3,186,210452,0.8838,14.3735,5593.4
Merton,2019,4,109,210452,0.5179,14.3735,5593.4
Merton,2019,5,92,210452,0.4372,14.3735,5593.4
Merton,2019,6,88,210452,0.4181,14.3735,5593.4
Merton,2019,7,120,210452,0.5702,14.3735,5593.4
Merton,2019,8,114,210452,0.5417,14.3735,5593.4
Merton,2019,9,152,210452,0.7223,14.3735,5593.4
Merton,2019,10,160,210452,0.7603,14.3735,5593.4
Merton,2019,11,143,210452,0.6795,14.3735,5593.4
Merton,2019,12,105,210452,0.4989,14.3735,5593.4
Merton,2020,1,135,212658,0.6348,14.3735,5652.1
Merton,2020,2,134,212658,0.6301,14.3735,5652.1
Merton,2020,3,73,212658,0.3433,14.3735,5652.1
Merton,2020,4,48,212658,0.2257,14.3735,5652.1
Merton,2020,5,50,212658,0.2351,14.3735,5652.1
Merton,2020,6,68,212658,0.3198,14.3735,5652.1
Merton,2020,7,72,212658,0.3386,14.3735,5652.1
Merton,2020,8,78,212658,0.3668,14.3735,5652.1
Merton,2020,9,90,212658,0.4232,14.3735,5652.1
Merton,2020,10,83,212658,0.3903,14.3735,5652.1
Merton,2020,11,64,212658,0.301,14.3735,5652.1
Merton,2020,12,68,212658,0.3198,14.3735,5652.1
Merton,2021,1,70,214740,0.326,14.3735,5707.4
Merton,2021,2,48,214740,0.2235,14.3735,5707.4
Merton,2021,3,73,214740,0.3399,14.3735,5707.4
Merton,2021,4,76,214740,0.3539,14.3735,5707.4
Merton,2021,5,65,214740,0.3027,14.3735,5707.4
Merton,2021,6,68,214740,0.3167,14.3735,5707.4
Merton,2021,7,68,214740,0.3167,14.3735,5707.4
Merton,2021,8,74,214740,0.3446,14.3735,5707.4
Merton,2021,9,111,214740,0.5169,14.3735,5707.4
Merton,2021,10,99,214740,0.461,14.3735,5707.4
Merton,2021,11,89,214740,0.4145,14.3735,5707.4
Merton,2021,12,82,214740,0.3819,14.3735,5707.4
Merton,2022,1,88,216662,0.4062,14.3735,5758.5
Merton,2022,2,76,216662,0.3508,14.3735,5758.5
Merton,2022,3,93,216662,0.4292,14.3735,5758.5
Merton,2022,4,59,216662,0.2723,14.3735,5758.5
Merton,2022,5,78,216662,0.36,14.3735,5758.5
Merton,2022,6,99,216662,0.4569,14.3735,5758.5
Merton,2022,7,75,216662,0.3462,14.3735,5758.5
Merton,2022,8,61,216662,0.2815,14.3735,5758.5
Merton,2022,9,81,216662,0.3739,14.3735,5758.5
Merton,2022,10,71,216662,0.3277,14.3735,5758.5
Merton,2022,11,94,216662,0.4339,14.3735,5758.5
Merton,2022,12,84,216662,0.3877,14.3735,5758.5
Merton,2023,1,98,218298,0.4489,14.3735,5802.0
Merton,2023,2,85,218298,0.3894,14.3735,5802.0
Merton,2023,3,56,218298,0.2565,14.3735,5802.0
Merton,2023,4,88,218298,0.4031,14.3735,5802.0
Merton,2023,5,64,218298,0.2932,14.3735,5802.0
Merton,2023,6,72,218298,0.3298,14.3735,5802.0
Merton,2023,7,50,218298,0.229,14.3735,5802.0
Merton,2023,8,74,218298,0.339,14.3735,5802.0
Merton,2023,9,72,218298,0.3298,14.3735,5802.0
Merton,2023,10,68,218298,0.3115,14.3735,5802.0
Merton,2023,11,79,218298,0.3619,14.3735,5802.0
Merton,2023,12,79,218298,0.3619,14.3735,5802.0
Newham,2019,1,233,359470,0.6482,43.0115,9930.6
Newham,2019,2,215,359470,0.5981,43.0115,9930.6
Newham,2019,3,204,359470,0.5675,43.0115,9930.6
Newham,2019,4,162,359470,0.4507,43.0115,9930.6
Newham,2019,5,167,359470,0.4646,43.0115,9930.6
Newham,2019,6,168,359470,0.4674,43.0115,9930.6
Newham,2019,7,179,359470,0.498,43.0115,9930.6
Newham,2019,8,190,359470,0.5286,43.0115,9930.6
Newham,2019,9,163,359470,0.4534,43.0115,9930.6
Newham,2019,10,203,359470,0.5647,43.0115,9930.6
Newham,2019,11,164,359470,0.4562,43.0115,9930.6
Newham,2019,12,183,359470,0.5091,43.0115,9930.6
Newham,2020,1,190,363552,0.5226,43.0115,10043.3
Newham,2020,2,175,363552,0.4814,43.0115,10043.3
Newham,2020,3,115,363552,0.3163,43.0115,10043.3
Newham,2020,4,124,363552,0.3411,43.0115,10043.3
Newham,2020,5,146,363552,0.4016,43.0115,10043.3
Newham,2020,6,128,363552,0.3521,43.0115,10043.3
Newham,2020,7,147,363552,0.4043,43.0115,10043.3
Newham,2020,8,163,363552,0.4484,43.0115,10043.3
Newham,2020,9,171,363552,0.4704,43.0115,10043.3
Newham,2020,10,151,363552,0.4153,43.0115,10043.3
Newham,2020,11,161,363552,0.4429,43.0115,10043.3
Newham,2020,12,179,363552,0.4924,43.0115,10043.3
Newham,2021,1,146,366943,0.3979,43.0115,10137.0
Newham,2021,2,116,366943,0.3161,43.0115,10137.0
Newham,2021,3,128,366943,0.3488,43.0115,10137.0
Newham,2021,4,111,366943,0.3025,43.0115,10137.0
Newham,2021,5,89,366943,0.2425,43.0115,10137.0
Newham,2021,6,121,366943,0.3298,43.0115,10137.0
Newham,2021,7,145,366943,0.3952,43.0115,10137.0
Newham,2021,8,151,366943,0.4115,43.0115,10137.0
Newham,2021,9,124,366943,0.3379,43.0115,10137.0
Newham,2021,10,152,366943,0.4142,43.0115,10137.0
Newham,2021,11,151,366943,0.4115,43.0115,10137.0
Newham,2021,12,154,366943,0.4197,43.0115,10137.0
Newham,2022,1,132,370004,0.3568,43.0115,10221.6
Newham,2022,2,135,370004,0.3649,43.0115,10221.6
Newham,2022,3,147,370004,0.3973,43.0115,10221.6
Newham,2022,4,111,370004,0.3,43.0115,10221.6
Newham,2022,5,130,370004,0.3513,43.0115,10221.6
Newham,2022,6,117,370004,0.3162,43.0115,10221.6
Newham,2022,7,129,370004,0.3486,43.0115,10221.6
Newham,2022,8,116,370004,0.3135,43.0115,10221.6
Newham,2022,9,158,370004,0.427,43.0115,10221.6
Newham,2022,10,136,370004,0.3676,43.0115,10221.6
Newham,2022,11,152,370004,0.4108,43.0115,10221.6
Newham,2022,12,175,370004,0.473,43.0115,10221.6
Newham,2023,1,180,372515,0.4832,43.0115,10290.9
Newham,2023,2,154,372515,0.4134,43.0115,10290.9
Newham,2023,3,151,372515,0.4054,43.0115,10290.9
Newham,2023,4,136,372515,0.3651,43.0115,10290.9
Newham,2023,5,162,372515,0.4349,43.0115,10290.9
Newham,2023,6,154,372515,0.4134,43.0115,10290.9
Newham,2023,7,150,372515,0.4027,43.0115,10290.9
Newham,2023,8,141,372515,0.3785,43.0115,10290.9
Newham,2023,9,150,372515,0.4027,43.0115,10290.9
Newham,2023,10,181,372515,0.4859,43.0115,10290.9
Newham,2023,11,185,372515,0.4966,43.0115,10290.9
Newham,2023,12,205,372515,0.5503,43.0115,10290.9
Redbridge,2019,1,255,307690,0.8288,20.0218,5453.7
Redbridge,2019,2,224,307690,0.728,20.0218,5453.7
Redbridge,2019,3,169,307690,0.5493,20.0218,5453.7
Redbridge,2019,4,153,307690,0.4973,20.0218,5453.7
Redbridge,2019,5,152,307690,0.494,20.0218,5453.7
Redbridge,2019,6,110,307690,0.3575,20.0218,5453.7
Redbridge,2019,7,132,307690,0.429,20.0218,5453.7
Redbridge,2019,8,136,307690,0.442,20.0218,5453.7
Redbridge,2019,9,180,307690,0.585,20.0218,5453.7
Redbridge,2019,10,214,307690,0.6955,20.0218,5453.7
Redbridge,2019,11,210,307690,0.6825,20.0218,5453.7
Redbridge,2019,12,231,307690,0.7508,20.0218,5453.7
Redbridge,2020,1,206,312264,0.6597,20.0218,5534.7
Redbridge,2020,2,238,312264,0.7622,20.0218,5534.7
Redbridge,2020,3,131,312264,0.4195,20.0218,5534.7
Redbridge,2020,4,73,312264,0.2338,20.0218,5534.7
Redbridge,2020,5,78,312264,0.2498,20.0218,5534.7
Redbridge,2020,6,101,312264,0.3234,20.0218,5534.7
Redbridge,2020,7,131,312264,0.4195,20.0218,5534.7
Redbridge,2020,8,125,312264,0.4003,20.0218,5534.7
Redbridge,2020,9,146,312264,0.4676,20.0218,5534.7
Redbridge,2020,10,168,312264,0.538,20.0218,5534.7
Redbridge,2020,11,153,312264,0.49,20.0218,5534.7
Redbridge,2020,12,154,312264,0.4932,20.0218,5534.7
Redbridge,2021,1,112,316288,0.3541,20.0218,5606.1
Redbridge,2021,2,132,316288,0.4173,20.0218,5606.1
Redbridge,2021,3,131,316288,0.4142,20.0218,5606.1
Redbridge,2021,4,149,316288,0.4711,20.0218,5606.1
Redbridge,2021,5,110,316288,0.3478,20.0218,5606.1
Redbridge,2021,6,94,316288,0.2972,20.0218,5606.1
Redbridge,2021,7,105,316288,0.332,20.0218,5606.1
Redbridge,2021,8,108,316288,0.3415,20.0218,5606.1
Redbridge,2021,9,106,316288,0.3351,20.0218,5606.1
Redbridge,2021,10,147,316288,0.4648,20.0218,5606.1
Redbridge,2021,11,168,316288,0.5312,20.0218,5606.1
Redbridge,2021,12,127,316288,0.4015,20.0218,5606.1
Redbridge,2022,1,155,320018,0.4843,20.0218,5672.2
Redbridge,2022,2,123,320018,0.3844,20.0218,5672.2
Redbridge,2022,3,119,320018,0.3719,20.0218,5672.2
Redbridge,2022,4,112,320018,0.35,20.0218,5672.2
Redbridge,2022,5,107,320018,0.3344,20.0218,5672.2
Redbridge,2022,6,143,320018,0.4468,20.0218,5672.2
Redbridge,2022,7,89,320018,0.2781,20.0218,5672.2
Redbridge,2022,8,88,320018,0.275,20.0218,5672.2
Redbridge,2022,9,98,320018,0.3062,20.0218,5672.2
Redbridge,2022,10,111,320018,0.3469,20.0218,5672.2
Redbridge,2022,11,130,320018,0.4062,20.0218,5672.2
Redbridge,2022,12,130,320018,0.4062,20.0218,5672.2
Redbridge,2023,1,110,323302,0.3402,20.0218,5730.4
Redbridge,2023,2,128,323302,0.3959,20.0218,5730.4
Redbridge,2023,3,109,323302,0.3371,20.0218,5730.4
Redbridge,2023,4,96,323302,0.2969,20.0218,5730.4
Redbridge,2023,5,102,323302,0.3155,20.0218,5730.4
Redbridge,2023,6,110,323302,0.3402,20.0218,5730.4
Redbridge,2023,7,101,323302,0.3124,20.0218,5730.4
Redbridge,2023,8,99,323302,0.3062,20.0218,5730.4
Redbridge,2023,9,110,323302,0.3402,20.0218,5730.4
Redbridge,2023,10,114,323302,0.3526,20.0218,5730.4
Redbridge,2023,11,94,323302,0.2907,20.0218,5730.4
Redbridge,2023,12,100,323302,0.3093,20.0218,5730.4
Richmond upon Thames,2019,1,148,200703,0.7374,9.5756,3496.2
Richmond upon Thames,2019,2,152,200703,0.7573,9.5756,3496.2
Richmond upon Thames,2019,3,123,200703,0.6128,9.5756,3496.2
Richmond upon Thames,2019,4,115,200703,0.573,9.5756,3496.2
Richmond upon Thames,2019,5,134,200703,0.6677,9.5756,3496.2
Richmond upon Thames,2019,6,103,200703,0.5132,9.5756,3496.2
Richmond upon Thames,2019,7,69,200703,0.3438,9.5756,3496.2
Richmond upon Thames,2019,8,110,200703,0.5481,9.5756,3496.2
Richmond upon Thames,2019,9,108,200703,0.5381,9.5756,3496.2
Richmond upon Thames,2019,10,132,200703,0.6577,9.5756,3496.2
Richmond upon Thames,2019,11,159,200703,0.7922,9.5756,3496.2
Richmond upon Thames,2019,12,174,200703,0.867,9.5756,3496.2
Richmond upon Thames,2020,1,138,201713,0.6841,9.5756,3513.7
Richmond upon Thames,2020,2,129,201713,0.6395,9.5756,3513.7
Richmond upon Thames,2020,3,85,201713,0.4214,9.5756,3513.7
Richmond upon Thames,2020,4,88,201713,0.4363,9.5756,3513.7
Richmond upon Thames,2020,5,90,201713,0.4462,9.5756,3513.7
Richmond upon Thames,2020,6,93,201713,0.4611,9.5756,3513.7
Richmond upon Thames,2020,7,115,201713,0.5701,9.5756,3513.7
Richmond upon Thames,2020,8,128,201713,0.6346,9.5756,3513.7
Richmond upon Thames,2020,9,95,201713,0.471,9.5756,3513.7
Richmond upon Thames,2020,10,91,201713,0.4511,9.5756,3513.7
Richmond upon Thames,2020,11,102,201713,0.5057,9.5756,3513.7
Richmond upon Thames,2020,12,120,201713,0.5949,9.5756,3513.7
Richmond upon Thames,2021,1,83,203312,0.4082,9.5756,3541.6
Richmond upon Thames,2021,2,73,203312,0.3591,9.5756,3541.6
Richmond upon Thames,2021,3,107,203312,0.5263,9.5756,3541.6
Richmond upon Thames,2021,4,80,203312,0.3935,9.5756,3541.6
Richmond upon Thames,2021,5,69,203312,0.3394,9.5756,3541.6
Richmond upon Thames,2021,6,76,203312,0.3738,9.5756,3541.6
Richmond upon Thames,2021,7,63,203312,0.3099,9.5756,3541.6
Richmond upon Thames,2021,8,98,203312,0.482,9.5756,3541.6
Richmond upon Thames,2021,9,80,203312,0.3935,9.5756,3541.6
Richmond upon Thames,2021,10,99,203312,0.4869,9.5756,3541.6
Richmond upon Thames,2021,11,99,203312,0.4869,9.5756,3541.6
Richmond upon Thames,2021,12,91,203312,0.4476,9.5756,3541.6
Richmond upon Thames,2022,1,76,205051,0.3706,9.5756,3571.9
Richmond upon Thames,2022,2,68,205051,0.3316,9.5756,3571.9
Richmond upon Thames,2022,3,90,205051,0.4389,9.5756,3571.9
Richmond upon Thames,2022,4,81,205051,0.395,9.5756,3571.9
Richmond upon Thames,2022,5,78,205051,0.3804,9.5756,3571.9
Richmond upon Thames,2022,6,70,205051,0.3414,9.5756,3571.9
Richmond upon Thames,2022,7,56,205051,0.2731,9.5756,3571.9
Richmond upon Thames,2022,8,80,205051,0.3901,9.5756,3571.9
Richmond upon Thames,2022,9,76,205051,0.3706,9.5756,3571.9
Richmond upon Thames,2022,10,62,205051,0.3024,9.5756,3571.9
Richmond upon Thames,2022,11,98,205051,0.4779,9.5756,3571.9
Richmond upon Thames,2022,12,92,205051,0.4487,9.5756,3571.9
Richmond upon Thames,2023,1,104,206708,0.5031,9.5756,3600.8
Richmond upon Thames,2023,2,138,206708,0.6676,9.5756,3600.8
Richmond upon Thames,2023,3,161,206708,0.7789,9.5756,3600.8
Richmond upon Thames,2023,4,105,206708,0.508,9.5756,3600.8
Richmond upon Thames,2023,5,131,206708,0.6337,9.5756,3600.8
Richmond upon Thames,2023,6,75,206708,0.3628,9.5756,3600.8
Richmond upon Thames,2023,7,85,206708,0.4112,9.5756,3600.8
Richmond upon Thames,2023,8,90,206708,0.4354,9.5756,3600.8
Richmond upon Thames,2023,9,90,206708,0.4354,9.5756,3600.8
Richmond upon Thames,2023,10,91,206708,0.4402,9.5756,3600.8
Richmond upon Thames,2023,11,104,206708,0.5031,9.5756,3600.8
Richmond upon Thames,2023,12,92,206708,0.4451,9.5756,3600.8
Southwark,2019,1,279,327271,0.8525,33.1166,11339.2
Southwark,2019,2,248,327271,0.7578,33.1166,11339.2
Southwark,2019,3,289,327271,0.8831,33.1166,11339.2
Southwark,2019,4,244,327271,0.7456,33.1166,11339.2
Southwark,2019,5,283,327271,0.8647,33.1166,11339.2
Southwark,2019,6,294,327271,0.8983,33.1166,11339.2
Southwark,2019,7,306,327271,0.935,33.1166,11339.2
Southwark,2019,8,256,327271,0.7822,33.1166,11339.2
Southwark,2019,9,258,327271,0.7883,33.1166,11339.2
Southwark,2019,10,252,327271,0.77,33.1166,11339.2
Southwark,2019,11,275,327271,0.8403,33.1166,11339.2
Southwark,2019,12,271,327271,0.8281,33.1166,11339.2
Southwark,2020,1,242,330290,0.7327,33.1166,11443.8
Southwark,2020,2,216,330290,0.654,33.1166,11443.8
Southwark,2020,3,134,330290,0.4057,33.1166,11443.8
Southwark,2020,4,185,330290,0.5601,33.1166,11443.8
Southwark,2020,5,200,330290,0.6055,33.1166,11443.8
Southwark,2020,6,212,330290,0.6419,33.1166,11443.8
Southwark,2020,7,239,330290,0.7236,33.1166,11443.8
Southwark,2020,8,222,330290,0.6721,33.1166,11443.8
Southwark,2020,9,242,330290,0.7327,33.1166,11443.8
Southwark,2020,10,203,330290,0.6146,33.1166,11443.8
Southwark,2020,11,222,330290,0.6721,33.1166,11443.8
Southwark,2020,12,193,330290,0.5843,33.1166,11443.8
Southwark,2021,1,147,332679,0.4419,33.1166,11526.5
Southwark,2021,2,168,332679,0.505,33.1166,11526.5
Southwark,2021,3,193,332679,0.5801,33.1166,11526.5
Southwark,2021,4,177,332679,0.532,33.1166,11526.5
Southwark,2021,5,215,332679,0.6463,33.1166,11526.5
Southwark,2021,6,205,332679,0.6162,33.1166,11526.5
Southwark,2021,7,226,332679,0.6793,33.1166,11526.5
Southwark,2021,8,200,332679,0.6012,33.1166,11526.5
Southwark,2021,9,188,332679,0.5651,33.1166,11526.5
Southwark,2021,10,207,332679,0.6222,33.1166,11526.5
Southwark,2021,11,220,332679,0.6613,33.1166,11526.5
Southwark,2021,12,215,332679,0.6463,33.1166,11526.5
Southwark,2022,1,237,334826,0.7078,33.1166,11600.9
Southwark,2022,2,194,334826,0.5794,33.1166,11600.9
Southwark,2022,3,206,334826,0.6152,33.1166,11600.9
Southwark,2022,4,216,334826,0.6451,33.1166,11600.9
Southwark,2022,5,231,334826,0.6899,33.1166,11600.9
Southwark,2022,6,165,334826,0.4928,33.1166,11600.9
Southwark,2022,7,196,334826,0.5854,33.1166,11600.9
Southwark,2022,8,236,334826,0.7048,33.1166,11600.9
Southwark,2022,9,201,334826,0.6003,33.1166,11600.9
Southwark,2022,10,190,334826,0.5675,33.1166,11600.9
Southwark,2022,11,210,334826,0.6272,33.1166,11600.9
Southwark,2022,12,224,334826,0.669,33.1166,11600.9
Southwark,2023,1,247,336554,0.7339,33.1166,11660.8
Southwark,2023,2,164,336554,0.4873,33.1166,11660.8
Southwark,2023,3,178,336554,0.5289,33.1166,11660.8
Southwark,2023,4,194,336554,0.5764,33.1166,11660.8
Southwark,2023,5,233,336554,0.6923,33.1166,11660.8
Southwark,2023,6,227,336554,0.6745,33.1166,11660.8
Southwark,2023,7,221,336554,0.6567,33.1166,11660.8
Southwark,2023,8,269,336554,0.7993,33.1166,11660.8
Southwark,2023,9,242,336554,0.7191,33.1166,11660.8
Southwark,2023,10,176,336554,0.5229,33.1166,11660.8
Southwark,2023,11,187,336554,0.5556,33.1166,11660.8
Southwark,2023,12,209,336554,0.621,33.1166,11660.8
Sutton,2019,1,136,209666,0.6487,13.8028,4781.8
Sutton,2019,2,126,209666,0.601,13.8028,4781.8
Sutton,2019,3,119,209666,0.5676,13.8028,4781.8
Sutton,2019,4,113,209666,0.539,13.8028,4781.8
Sutton,2019,5,89,209666,0.4245,13.8028,4781.8
Sutton,2019,6,109,209666,0.5199,13.8028,4781.8
Sutton,2019,7,90,209666,0.4293,13.8028,4781.8
Sutton,2019,8,98,209666,0.4674,13.8028,4781.8
Sutton,2019,9,101,209666,0.4817,13.8028,4781.8
Sutton,2019,10,153,209666,0.7297,13.8028,4781.8
Sutton,2019,11,136,209666,0.6487,13.8028,4781.8
Sutton,2019,12,96,209666,0.4579,13.8028,4781.8
Sutton,2020,1,157,211297,0.743,13.8028,4819.0
Sutton,2020,2,135,211297,0.6389,13.8028,4819.0
Sutton,2020,3,84,211297,0.3975,13.8028,4819.0
Sutton,2020,4,54,211297,0.2556,13.8028,4819.0
Sutton,2020,5,54,211297,0.2556,13.8028,4819.0
